,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11728,11730,39-3092.00,9631,They recommend vendors and monitor their work.,Supplemental,115.0,07/2016,Incumbent
11729,11728,39-3092.00,9633,"They provide managers with budget recommendations and take responsibility for budgetary line items related to costumes, storage, or makeup needs.",Supplemental,115.0,07/2016,Incumbent
11730,11727,39-3092.00,9634,"They participate in the hiring, training, scheduling, or supervision of alteration workers.",Supplemental,115.0,07/2016,Incumbent
11731,11731,39-3092.00,9635,"They care for non-clothing items, such as flags, table skirts, or draperies.",Supplemental,115.0,07/2016,Incumbent
11732,11733,39-3093.00,4465,"They assign dressing room facilities, locker space, or clothing containers to patrons of athletic or bathing establishments.",Core,70.0,07/2011,Incumbent
11733,11737,39-3093.00,4466,"They answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",Core,68.0,07/2011,Incumbent
11734,11734,39-3093.00,4467,"They check supplies to ensure adequate availability, and order new supplies when necessary.",Core,71.0,07/2011,Incumbent
11735,11738,39-3093.00,4468,They refer guest problems or complaints to supervisors.,Core,69.0,07/2011,Incumbent
11736,11735,39-3093.00,4472,"They monitor patrons' facility use to ensure that rules and regulations are followed, and safety and order are maintained.",Core,69.0,07/2011,Incumbent
11737,11732,39-3093.00,4476,"They provide towels and sheets to clients in public baths, steam rooms, and restrooms.",Core,71.0,07/2011,Incumbent
11738,11739,39-3093.00,4484,They maintain a lost-and-found collection.,Core,69.0,07/2011,Incumbent
11739,11736,39-3093.00,20134,They clean facilities such as floors or locker rooms.,Core,71.0,07/2011,Incumbent
11740,11740,39-3093.00,4469,"They clean and polish footwear, using brushes, sponges, cleaning fluid, polishes, waxes, liquid or sole dressing, and daubers.",Supplemental,70.0,07/2011,Incumbent
11741,11752,39-3093.00,4470,"They report and document safety hazards, potentially hazardous conditions, and unsafe practices and procedures.",Supplemental,67.0,07/2011,Incumbent
11742,11745,39-3093.00,4471,They operate washing machines and dryers to clean soiled apparel and towels.,Supplemental,66.0,07/2011,Incumbent
11743,11742,39-3093.00,4473,"They procure beverages, food, and other items as requested.",Supplemental,70.0,07/2011,Incumbent
11744,11741,39-3093.00,4474,"They activate emergency action plans and administer first aid, as necessary.",Supplemental,67.0,07/2011,Incumbent
11745,11744,39-3093.00,4475,"They store personal possessions for patrons, issue claim checks for articles stored, and return articles on receipt of checks.",Supplemental,68.0,07/2011,Incumbent
11746,11743,39-3093.00,4477,They collect soiled linen or clothing for laundering.,Supplemental,70.0,07/2011,Incumbent
11747,11749,39-3093.00,4478,They operate controls that regulate temperatures or room environments.,Supplemental,67.0,07/2011,Incumbent
11748,11747,39-3093.00,4479,They attend to needs of athletic teams in clubhouses.,Supplemental,70.0,07/2011,Incumbent
11749,11748,39-3093.00,4480,They provide assistance to patrons by performing duties such as opening doors or carrying bags.,Supplemental,68.0,07/2011,Incumbent
11750,11753,39-3093.00,4481,They stencil identifying information on equipment.,Supplemental,68.0,07/2011,Incumbent
11751,11746,39-3093.00,4482,"They maintain inventories of clothing or uniforms, accessories, equipment, or linens.",Supplemental,67.0,07/2011,Incumbent
11752,11750,39-3093.00,4483,"They issue gym clothes, uniforms, towels, athletic equipment, and special athletic apparel.",Supplemental,67.0,07/2011,Incumbent
11753,11754,39-3093.00,4485,They set up various apparatus or athletic equipment.,Supplemental,66.0,07/2011,Incumbent
11754,11751,39-3093.00,4486,"They provide or arrange for services such as clothes pressing, cleaning, or repair.",Supplemental,67.0,07/2011,Incumbent
11755,11755,39-4011.00,4487,They conform to laws of health and sanitation and ensure that legal requirements concerning embalming are met.,Core,56.0,08/2021,Incumbent
11756,11756,39-4011.00,4488,They apply cosmetics to impart lifelike appearance to the deceased.,Core,56.0,08/2021,Incumbent
11757,11759,39-4011.00,4489,"They incise stomach and abdominal walls and probe internal organs, using trocar, to withdraw blood and waste matter from organs.",Core,56.0,08/2021,Incumbent
11758,11758,39-4011.00,4490,"They close incisions, using needles and sutures.",Core,55.0,08/2021,Incumbent
11759,11766,39-4011.00,4491,"They reshape or reconstruct disfigured or maimed bodies when necessary, using dermasurgery techniques and materials such as clay, cotton, plaster of paris, and wax.",Core,56.0,08/2021,Incumbent
11760,11762,39-4011.00,4492,"They make incisions in arms or thighs and drain blood from circulatory system and replace it with embalming fluid, using pump.",Core,56.0,08/2021,Incumbent
11761,11761,39-4011.00,4493,They dress bodies and place them in caskets.,Core,56.0,08/2021,Incumbent
11762,11764,39-4011.00,4494,"They perform the duties of funeral directors, including coordinating funeral activities.",Core,55.0,08/2021,Incumbent
11763,11757,39-4011.00,4495,"They join lips, using needles and thread or wire.",Core,55.0,08/2021,Incumbent
11764,11768,39-4011.00,4496,"They conduct interviews to arrange for the preparation of obituary notices, to assist with the selection of caskets or urns, and to determine the location and time of burials or cremations.",Core,55.0,08/2021,Incumbent
11765,11765,39-4011.00,4497,"They attach trocar to pump-tube, start pump, and repeat probing to force embalming fluid into organs.",Core,54.0,08/2021,Incumbent
11766,11774,39-4011.00,4498,"They perform special procedures necessary for remains that are to be transported to other states or overseas, or where death was caused by infectious disease.",Core,55.0,08/2021,Incumbent
11767,11771,39-4011.00,4499,"They maintain records, such as itemized lists of clothing or valuables delivered with body and names of persons embalmed.",Core,56.0,08/2021,Incumbent
11768,11769,39-4011.00,4500,They insert convex celluloid or cotton between eyeballs and eyelids to prevent slipping and sinking of eyelids.,Core,56.0,08/2021,Incumbent
11769,11772,39-4011.00,4501,"They wash and dry bodies, using germicidal soap and towels or hot air dryers.",Core,56.0,08/2021,Incumbent
11770,11773,39-4011.00,4502,They arrange for transporting the deceased to another state for interment.,Core,55.0,08/2021,Incumbent
11771,11775,39-4011.00,4503,They supervise funeral attendants and other funeral home staff.,Core,56.0,08/2021,Incumbent
11772,11767,39-4011.00,4504,They pack body orifices with cotton saturated with embalming fluid to prevent escape of gases or waste matter.,Core,56.0,08/2021,Incumbent
11773,11770,39-4011.00,4505,They assist with placing caskets in hearses and organize cemetery processions.,Core,56.0,08/2021,Incumbent
11774,11776,39-4011.00,4506,"They serve as pallbearers, attend visiting rooms, and provide other assistance to the bereaved.",Core,56.0,08/2021,Incumbent
11775,11777,39-4011.00,4507,They direct casket and floral display placement and arrange guest seating.,Core,56.0,08/2021,Incumbent
11776,11778,39-4011.00,4508,They arrange funeral home equipment and perform general maintenance.,Core,55.0,08/2021,Incumbent
11777,11763,39-4011.00,20257,They remove the deceased from place of death and transport to funeral home.,Core,56.0,08/2021,Incumbent
11778,11760,39-4011.00,23930,They clean and disinfect areas in which bodies are prepared and embalmed.,Core,55.0,08/2021,Incumbent
11779,11779,39-4011.00,4509,"They assist coroners at death scenes or at autopsies, file police reports, and testify at inquests or in court, if employed by a coroner.",Supplemental,56.0,08/2021,Incumbent
11780,11780,39-4011.00,4510,They press diaphragm to evacuate air from lungs.,Supplemental,56.0,08/2021,Incumbent
11781,11781,39-4012.00,23180,"They clean the crematorium, including tables, floors, and equipment.",,,11/2020,Analyst
11782,11782,39-4012.00,23181,They document divided remains to ensure parts are not misplaced.,,,11/2020,Analyst
11783,11783,39-4012.00,23182,"They embalm, dress, or otherwise prepare the deceased for viewing.",,,11/2020,Analyst
11784,11784,39-4012.00,23183,They explain the cremation process to family or friends of the deceased.,,,11/2020,Analyst
11785,11785,39-4012.00,23184,They offer counsel and comfort to bereaved families or friends.,,,11/2020,Analyst
11786,11786,39-4012.00,23185,They pick up and handle human or pet remains in a respectful manner.,,,11/2020,Analyst
11787,11787,39-4012.00,23186,"They place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alkaline hydrolysis.",,,11/2020,Analyst
11788,11788,39-4012.00,23187,"They pulverize remaining bone fragments into smaller pieces using specialized equipment, such as a cremulator or grinder.",,,11/2020,Analyst
11789,11789,39-4012.00,23188,They read documentation to confirm the identity of the deceased.,,,11/2020,Analyst
11790,11790,39-4012.00,23189,"They remove jewelry, watches, or other personal items from the deceased prior to cremation.",,,11/2020,Analyst
11791,11791,39-4012.00,23190,They sweep or vacuum the cremation chamber to retrieve remains for storage in an urn or other container.,,,11/2020,Analyst
11792,11792,39-4012.00,23191,"They transport the deceased to a funeral home or crematory using a van, hearse, or other vehicle.",,,11/2020,Analyst
11793,11794,39-4021.00,4511,They perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.,Core,87.0,07/2014,Incumbent
11794,11793,39-4021.00,4512,They greet people at the funeral home.,Core,87.0,07/2014,Incumbent
11795,11799,39-4021.00,4513,They offer assistance to mourners as they enter or exit limousines.,Core,87.0,07/2014,Incumbent
11796,11797,39-4021.00,4514,They close caskets at appropriate point in services.,Core,85.0,07/2014,Incumbent
11797,11796,39-4021.00,4517,They direct or escort mourners to parlors or chapels in which wakes or funerals are being held.,Core,84.0,07/2014,Incumbent
11798,11800,39-4021.00,4518,They place caskets in parlors or chapels prior to wakes or funerals.,Core,86.0,07/2014,Incumbent
11799,11801,39-4021.00,4519,"They clean and drive funeral vehicles, such as cars or hearses, in funeral processions.",Core,87.0,07/2014,Incumbent
11800,11802,39-4021.00,4520,They carry flowers to hearses or limousines for transportation to places of interment.,Core,85.0,07/2014,Incumbent
11801,11807,39-4021.00,4521,They clean funeral parlors or chapels.,Core,87.0,07/2014,Incumbent
11802,11803,39-4021.00,4522,They arrange floral offerings or lights around caskets.,Core,86.0,07/2014,Incumbent
11803,11811,39-4021.00,4523,They provide advice to mourners on how to make charitable donations in honor of the deceased.,Core,85.0,07/2014,Incumbent
11804,11809,39-4021.00,4525,They issue and store funeral equipment.,Core,85.0,07/2014,Incumbent
11805,11806,39-4021.00,4527,They act as pallbearers.,Core,86.0,07/2014,Incumbent
11806,11795,39-4021.00,20597,They transport the deceased to the funeral home.,Core,85.0,07/2014,Incumbent
11807,11798,39-4021.00,20598,"They attend to the needs of the bereaved, such as by offering comfort, counseling, or after-care programs.",Core,87.0,07/2014,Incumbent
11808,11804,39-4021.00,20599,"They perform various administrative tasks, such as typing documents or answering telephone calls.",Core,87.0,07/2014,Incumbent
11809,11805,39-4021.00,20600,They supervise funeral processions and assist with cemetery parking.,Core,86.0,07/2014,Incumbent
11810,11808,39-4021.00,20601,They deliver floral arrangements or other items to family members of the deceased.,Core,87.0,07/2014,Incumbent
11811,11810,39-4021.00,20602,"They perform general maintenance tasks for funeral homes, such as maintaining equipment or caring for funeral grounds.",Core,85.0,07/2014,Incumbent
11812,11815,39-4021.00,4516,They obtain burial permits and register deaths.,Supplemental,86.0,07/2014,Incumbent
11813,11814,39-4021.00,4526,They assist with cremations and the processing and packaging of cremated remains.,Supplemental,86.0,07/2014,Incumbent
11814,11812,39-4021.00,20603,"They embalm, dress, cosmeticize, and casket the deceased.",Supplemental,86.0,07/2014,Incumbent
11815,11813,39-4021.00,20604,"They manage funeral home finances, including receiving payments, making bank deposits, or performing general bookkeeping duties.",Supplemental,87.0,07/2014,Incumbent
11816,11816,39-4021.00,20605,"They obtain doctors' signatures on death certificate and complete other paperwork, such as insurance claims forms.",Supplemental,87.0,07/2014,Incumbent
11817,11817,39-4021.00,20606,They meet with family members to plan the funeral.,Supplemental,85.0,07/2014,Incumbent
11818,11818,39-4021.00,20607,They prepare obituaries for newspapers.,Supplemental,85.0,07/2014,Incumbent
11819,11820,39-4031.00,3332,"They consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",Core,75.0,07/2017,Incumbent
11820,11819,39-4031.00,3334,"They obtain information needed to complete legal documents, such as death certificates or burial permits.",Core,75.0,07/2017,Incumbent
11821,11822,39-4031.00,3335,They oversee the preparation and care of the remains of people who have died.,Core,75.0,07/2017,Incumbent
11822,11823,39-4031.00,3336,They contact cemeteries to schedule the opening and closing of graves.,Core,75.0,07/2017,Incumbent
11823,11826,39-4031.00,3337,"They provide information on funeral service options, products, or merchandise, and maintain a casket display area.",Core,75.0,07/2017,Incumbent
11824,11827,39-4031.00,3339,They offer counsel and comfort to bereaved families or friends.,Core,75.0,07/2017,Incumbent
11825,11830,39-4031.00,3340,They close caskets and lead funeral corteges to churches or burial sites.,Core,75.0,07/2017,Incumbent
11826,11825,39-4031.00,3341,They arrange for clergy members to perform needed services.,Core,75.0,07/2017,Incumbent
11827,11833,39-4031.00,3342,"They provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers.",Core,74.0,07/2017,Incumbent
11828,11821,39-4031.00,3343,"They perform embalming duties, as necessary.",Core,75.0,07/2017,Incumbent
11829,11831,39-4031.00,3344,They direct preparations and shipment of bodies for out-of-state burial.,Core,74.0,07/2017,Incumbent
11830,11835,39-4031.00,3345,They discuss and negotiate prearranged funerals with clients.,Core,74.0,07/2017,Incumbent
11831,11832,39-4031.00,3346,They inform survivors of benefits for which they may be eligible.,Core,75.0,07/2017,Incumbent
11832,11828,39-4031.00,3347,"They maintain financial records, order merchandise, or prepare accounts.",Core,75.0,07/2017,Incumbent
11833,11834,39-4031.00,3348,"They plan placement of caskets at funeral sites or place or adjust lights, fixtures, or floral displays.",Core,75.0,07/2017,Incumbent
11834,11837,39-4031.00,3349,They arrange for pallbearers or inform pallbearers or honorary groups of their duties.,Core,75.0,07/2017,Incumbent
11835,11838,39-4031.00,3350,They receive or usher people to their seats for services.,Core,75.0,07/2017,Incumbent
11836,11829,39-4031.00,15200,"They plan, schedule, or coordinate funerals, burials, or cremations, arranging details such as floral delivery or the time and place of services.",Core,75.0,07/2017,Incumbent
11837,11836,39-4031.00,15202,They clean funeral home facilities and grounds.,Core,75.0,07/2017,Incumbent
11838,11839,39-4031.00,15203,They participate in community activities for funeral home promotion or other purposes.,Core,75.0,07/2017,Incumbent
11839,11824,39-4031.00,21009,They remove deceased remains from place of death.,Core,75.0,07/2017,Incumbent
11840,11840,39-4031.00,15201,"They manage funeral home operations, including the hiring, training, or supervision of embalmers, funeral attendants, or other staff.",Supplemental,75.0,07/2017,Incumbent
11841,11841,39-5011.00,8049,"They clean and sterilize scissors, combs, clippers, and other instruments.",Core,66.0,08/2018,Incumbent
11842,11843,39-5011.00,8050,"They cut and trim hair according to clients' instructions or current hairstyles, using clippers, combs, hand-held blow driers, and scissors.",Core,65.0,08/2018,Incumbent
11843,11842,39-5011.00,8051,They drape and pin protective cloths around customers' shoulders.,Core,65.0,08/2018,Incumbent
11844,11844,39-5011.00,8052,They question patrons regarding desired services and haircut styles.,Core,65.0,08/2018,Incumbent
11845,11845,39-5011.00,8053,They clean work stations and sweep floors.,Core,65.0,08/2018,Incumbent
11846,11847,39-5011.00,8054,They record services provided on cashiers' tickets or receive payment from customers.,Core,65.0,08/2018,Incumbent
11847,11852,39-5011.00,8055,They order supplies.,Core,64.0,08/2018,Incumbent
11848,11848,39-5011.00,8056,"They shape and trim beards and moustaches, using scissors.",Core,66.0,08/2018,Incumbent
11849,11850,39-5011.00,8057,They stay informed of the latest styles and hair care techniques.,Core,66.0,08/2018,Incumbent
11850,11851,39-5011.00,8058,They suggest treatments to alleviate hair problems.,Core,65.0,08/2018,Incumbent
11851,11853,39-5011.00,8059,They shampoo hair.,Core,65.0,08/2018,Incumbent
11852,11849,39-5011.00,8061,"They perform clerical and administrative duties such as keeping records, paying bills, and hiring and supervising personnel.",Core,66.0,08/2018,Incumbent
11853,11846,39-5011.00,8063,"They apply lather and shave beards or neck and temple hair contours, using razors.",Core,65.0,08/2018,Incumbent
11854,11854,39-5011.00,8065,"They recommend and sell lotions, tonics, or other cosmetic supplies.",Core,64.0,08/2018,Incumbent
11855,11858,39-5011.00,8060,"They keep card files on clientele, recording notes of work done, products used and fees charged after each visit.",Supplemental,65.0,08/2018,Incumbent
11856,11859,39-5011.00,8062,"They curl, color, or straighten hair, using special chemical solutions and equipment.",Supplemental,65.0,08/2018,Incumbent
11857,11855,39-5011.00,8064,"They measure, fit, and groom hairpieces.",Supplemental,66.0,08/2018,Incumbent
11858,11860,39-5011.00,8066,"They provide face, neck, and scalp massages.",Supplemental,65.0,08/2018,Incumbent
11859,11857,39-5011.00,8067,They provide skin care and nail treatments.,Supplemental,64.0,08/2018,Incumbent
11860,11856,39-5011.00,8068,"They identify hair problems, using microscopes and testing devices, or by sending clients' hair samples out to independent laboratories for analysis.",Supplemental,66.0,08/2018,Incumbent
11861,11861,39-5012.00,635,"They keep work stations clean and sanitize tools, such as scissors and combs.",Core,67.0,07/2016,Incumbent
11862,11863,39-5012.00,636,"They cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors.",Core,67.0,07/2016,Incumbent
11863,11867,39-5012.00,637,They analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,Core,67.0,07/2016,Incumbent
11864,11864,39-5012.00,638,They schedule client appointments.,Core,67.0,07/2016,Incumbent
11865,11862,39-5012.00,639,"They bleach, dye, or tint hair, using applicator or brush.",Core,67.0,07/2016,Incumbent
11866,11865,39-5012.00,640,"They update and maintain customer information records, such as beauty services provided.",Core,67.0,07/2016,Incumbent
11867,11868,39-5012.00,641,"They shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions.",Core,67.0,07/2016,Incumbent
11868,11869,39-5012.00,642,They operate cash registers to receive payments from patrons.,Core,67.0,07/2016,Incumbent
11869,11866,39-5012.00,643,They demonstrate and sell hair care products and cosmetics.,Core,67.0,07/2016,Incumbent
11870,11872,39-5012.00,644,They develop new styles and techniques.,Core,67.0,07/2016,Incumbent
11871,11873,39-5012.00,645,"They apply water or setting, straightening or waving solutions to hair, and use curlers, rollers, hot combs and curling irons to press and curl hair.",Core,67.0,07/2016,Incumbent
11872,11871,39-5012.00,646,"They comb, brush, and spray hair or wigs to set style.",Core,66.0,07/2016,Incumbent
11873,11874,39-5012.00,647,"They shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax.",Core,67.0,07/2016,Incumbent
11874,11875,39-5012.00,650,"They shave, trim, and shape beards and moustaches.",Core,66.0,07/2016,Incumbent
11875,11870,39-5012.00,20899,"They order, display, and maintain supplies.",Core,67.0,07/2016,Incumbent
11876,11878,39-5012.00,648,They administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions.,Supplemental,67.0,07/2016,Incumbent
11877,11877,39-5012.00,649,"They massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment.",Supplemental,67.0,07/2016,Incumbent
11878,11876,39-5012.00,651,"They train or supervise other hairstylists, hairdressers, and assistants.",Supplemental,67.0,07/2016,Incumbent
11879,11879,39-5012.00,652,"They recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",Supplemental,67.0,07/2016,Incumbent
11880,11882,39-5012.00,653,"They give facials to patrons, using special compounds, such as lotions and creams.",Supplemental,67.0,07/2016,Incumbent
11881,11880,39-5012.00,654,"They clean, shape, and polish fingernails and toenails, using files and nail polish.",Supplemental,66.0,07/2016,Incumbent
11882,11881,39-5012.00,655,They apply artificial fingernails.,Supplemental,66.0,07/2016,Incumbent
11883,11883,39-5012.00,656,"They attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs.",Supplemental,67.0,07/2016,Incumbent
11884,11892,39-5091.00,14797,They confer with stage or motion picture officials and performers to determine desired effects.,Core,23.0,08/2018,Occupational Expert
11885,11886,39-5091.00,14798,They duplicate work precisely to replicate characters' appearances on a daily basis.,Core,23.0,08/2018,Occupational Expert
11886,11893,39-5091.00,14799,"They establish budgets, and work within budgetary limits.",Core,23.0,08/2018,Occupational Expert
11887,11884,39-5091.00,14800,They apply makeup to enhance or alter the appearance of people appearing in productions such as movies.,Core,23.0,08/2018,Occupational Expert
11888,11890,39-5091.00,14801,They alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect.,Core,23.0,08/2018,Occupational Expert
11889,11885,39-5091.00,14802,"They select desired makeup shades from stock, or mix oil, grease, and coloring to achieve specific color effects.",Core,23.0,08/2018,Occupational Expert
11890,11887,39-5091.00,14803,They cleanse and tone the skin to prepare it for makeup application.,Core,22.0,08/2018,Occupational Expert
11891,11888,39-5091.00,14804,They assess performers' skin type to ensure that makeup will not cause break-outs or skin irritations.,Core,23.0,08/2018,Occupational Expert
11892,11891,39-5091.00,14805,"They analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",Core,22.0,08/2018,Occupational Expert
11893,11896,39-5091.00,14806,"They requisition or acquire needed materials for special effects, including wigs, beards, and special cosmetics.",Core,23.0,08/2018,Occupational Expert
11894,11894,39-5091.00,14807,They write makeup sheets and take photos to document specific looks and the products used to achieve the looks.,Core,23.0,08/2018,Occupational Expert
11895,11899,39-5091.00,14808,"They examine sketches, photographs, and plaster models to obtain desired character image depiction.",Core,22.0,08/2018,Occupational Expert
11896,11898,39-5091.00,14809,"They attach prostheses to performers and apply makeup to create special features or effects, such as scars, aging, or illness.",Core,23.0,08/2018,Occupational Expert
11897,11897,39-5091.00,14810,"They evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup requirements.",Core,23.0,08/2018,Occupational Expert
11898,11901,39-5091.00,14811,They design rubber or plastic prostheses that can be used to change performers' appearances.,Core,23.0,08/2018,Occupational Expert
11899,11903,39-5091.00,14812,"They create character drawings or models, based upon independent research, to augment period production files.",Core,23.0,08/2018,Occupational Expert
11900,11900,39-5091.00,14813,They advise hairdressers on the hairstyles required for character parts.,Core,23.0,08/2018,Occupational Expert
11901,11889,39-5091.00,14814,"They study production information, such as character descriptions, period settings, and situations, to determine makeup requirements.",Core,23.0,08/2018,Occupational Expert
11902,11895,39-5091.00,14815,They provide performers with makeup removal assistance after performances have been completed.,Core,23.0,08/2018,Occupational Expert
11903,11902,39-5091.00,14817,"They demonstrate products to clients, and provide instruction in makeup application.",Core,23.0,08/2018,Occupational Expert
11904,11904,39-5091.00,14816,They wash and reset wigs.,Supplemental,23.0,08/2018,Occupational Expert
11905,11905,39-5092.00,8748,They clean and sanitize tools and work environment.,Core,62.0,07/2015,Incumbent
11906,11913,39-5092.00,8749,They schedule client appointments and accept payments.,Core,62.0,07/2015,Incumbent
11907,11911,39-5092.00,8750,"They remove previously applied nail polish, using liquid remover and swabs.",Core,62.0,07/2015,Incumbent
11908,11908,39-5092.00,8752,"They shape and smooth ends of nails, using scissors, files, or emery boards.",Core,62.0,07/2015,Incumbent
11909,11906,39-5092.00,8753,They apply undercoat and clear or colored polish onto nails with brush.,Core,62.0,07/2015,Incumbent
11910,11916,39-5092.00,8754,They advise clients on nail care and use of products and colors.,Core,62.0,07/2015,Incumbent
11911,11907,39-5092.00,8758,They maintain supply inventories and records of client services.,Core,62.0,07/2015,Incumbent
11912,11915,39-5092.00,8760,"They roughen surfaces of fingernails, using abrasive wheel.",Core,62.0,07/2015,Incumbent
11913,11921,39-5092.00,8761,They promote and sell nail care products.,Core,62.0,07/2015,Incumbent
11914,11919,39-5092.00,8763,"They polish nails, using powdered polish and buffer.",Core,62.0,07/2015,Incumbent
11915,11920,39-5092.00,8764,They whiten underside of nails with white paste or pencils.,Core,62.0,07/2015,Incumbent
11916,11922,39-5092.00,8765,They decorate clients' nails by piercing or attaching ornaments or designs.,Core,62.0,07/2015,Incumbent
11917,11909,39-5092.00,20769,"They prepare nail cuticles with water and oil, using cuticle knives to push back cuticles and scissors or nippers to trim cuticles.",Core,62.0,07/2015,Incumbent
11918,11910,39-5092.00,20770,"They prepare customers' nails in soapy water, using swabs, files, and orange sticks.",Core,62.0,07/2015,Incumbent
11919,11912,39-5092.00,20771,They use rotary abrasive wheels to shape and smooth nails or artificial extensions.,Core,62.0,07/2015,Incumbent
11920,11914,39-5092.00,20772,"They assess the condition of clients' hands, remove dead skin, and massage hands.",Core,62.0,07/2015,Incumbent
11921,11917,39-5092.00,20773,They treat nails to repair or improve strength and resilience by wrapping.,Core,61.0,07/2015,Incumbent
11922,11918,39-5092.00,20774,"They extend nails using powder, solvent, and paper forms attached to tips of customers' fingers to support and shape artificial nails.",Core,62.0,07/2015,Incumbent
11923,11923,39-5093.00,14818,"They massage, shampoo, and condition patron's hair and scalp to clean them and remove excess oil.",Core,91.0,06/2008,Incumbent
11924,11924,39-5093.00,14819,They advise patrons with chronic or potentially contagious scalp conditions to seek medical treatment.,Core,90.0,06/2008,Incumbent
11925,11925,39-5093.00,14820,"They treat scalp conditions and hair loss, using specialized lotions, shampoos, or equipment such as infrared lamps or vibrating equipment.",Core,90.0,06/2008,Incumbent
11926,11926,39-5093.00,14821,They maintain treatment records.,Supplemental,90.0,06/2008,Incumbent
11927,11927,39-5094.00,8069,They sterilize equipment and clean work areas.,Core,85.0,07/2012,Incumbent
11928,11939,39-5094.00,8070,They keep records of client needs and preferences and the services provided.,Core,85.0,07/2012,Incumbent
11929,11930,39-5094.00,8071,They demonstrate how to clean and care for skin properly and recommend skin-care regimens.,Core,85.0,07/2012,Incumbent
11930,11928,39-5094.00,8072,"They examine clients' skin, using magnifying lamps or visors when necessary, to evaluate skin condition and appearance.",Core,85.0,07/2012,Incumbent
11931,11931,39-5094.00,8073,"They select and apply cosmetic products, such as creams, lotions, and tonics.",Core,83.0,07/2012,Incumbent
11932,11929,39-5094.00,8074,"They cleanse clients' skin with water, creams, or lotions.",Core,85.0,07/2012,Incumbent
11933,11935,39-5094.00,8075,"They treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",Core,83.0,07/2012,Incumbent
11934,11936,39-5094.00,8076,They refer clients to medical personnel for treatment of serious skin problems.,Core,83.0,07/2012,Incumbent
11935,11934,39-5094.00,8077,They determine which products or colors will improve clients' skin quality and appearance.,Core,81.0,07/2012,Incumbent
11936,11932,39-5094.00,8078,They perform simple extractions to remove blackheads.,Core,82.0,07/2012,Incumbent
11937,11938,39-5094.00,8079,They provide facial and body massages.,Core,84.0,07/2012,Incumbent
11938,11937,39-5094.00,8080,They remove body and facial hair by applying wax.,Core,83.0,07/2012,Incumbent
11939,11940,39-5094.00,8081,They apply chemical peels to reduce fine lines and age spots.,Core,85.0,07/2012,Incumbent
11940,11941,39-5094.00,8082,They advise clients about colors and types of makeup and instruct them in makeup application techniques.,Core,85.0,07/2012,Incumbent
11941,11933,39-5094.00,20258,"They stay abreast of latest industry trends, products, research, and treatments.",Core,82.0,07/2012,Incumbent
11942,11943,39-5094.00,8083,They sell makeup to clients.,Supplemental,83.0,07/2012,Incumbent
11943,11942,39-5094.00,8084,They collaborate with plastic surgeons and dermatologists to provide patients with preoperative and postoperative skin care.,Supplemental,85.0,07/2012,Incumbent
11944,11944,39-5094.00,8086,They tint eyelashes and eyebrows.,Supplemental,82.0,07/2012,Incumbent
11945,11949,39-6011.00,2314,"They transfer luggage, trunks, and packages to and from rooms, loading areas, vehicles, or transportation terminals, by hand or using baggage carts.",Core,53.0,08/2018,Incumbent
11946,11950,39-6011.00,2315,"They supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",Core,53.0,08/2018,Incumbent
11947,11945,39-6011.00,2316,They receive and mark baggage by completing and attaching claim checks.,Core,53.0,08/2018,Incumbent
11948,11946,39-6011.00,2317,They greet incoming guests and escort them to their rooms.,Core,53.0,08/2018,Incumbent
11949,11952,39-6011.00,2318,They assist physically challenged travelers and other guests with special needs.,Core,53.0,08/2018,Incumbent
11950,11953,39-6011.00,2320,"They deliver messages and room service orders, and run errands for guests.",Core,53.0,08/2018,Incumbent
11951,11951,39-6011.00,2321,"They explain the operation of room features, such as locks, ventilation systems, and televisions.",Core,53.0,08/2018,Incumbent
11952,11948,39-6011.00,2323,They maintain clean lobbies or entrance areas for travelers or guests.,Core,53.0,08/2018,Incumbent
11953,11947,39-6011.00,2324,"They transport guests about premises and local areas, or arrange for transportation.",Core,53.0,08/2018,Incumbent
11954,11954,39-6011.00,2327,They pick up and return items for laundry and valet service.,Core,53.0,08/2018,Incumbent
